"","k_total_mean","k_total_disp","k_cancer_mean","k_cancer_disp","k_normal_mean","k_normal_disp"
"ABCA9|10350",151.340277777778,0.843941703197997,78.0277777777778,1.16701238140326,224.652777777778,0.520383934855676
"ABCB10|23456",1438.27777777778,0.0722236033497422,1531.5,0.117751919127063,1345.05555555556,0.0475009844194188
"ABCB1|5243",5805.875,0.48915881449017,3546.72222222222,0.799211557394088,8065.02777777778,0.114268811853404
"ABCB4|5244",211.625,0.654124620126319,336.666666666667,0.857649578560552,86.5833333333333,0.438046329305103
"ABCB6|10058",1910.03472222222,0.255469958633907,2779.5,0.278347337853478,1040.56944444444,0.224819323920814
"ABCB7|22",1375.47222222222,0.066844386495712,1464.70833333333,0.112719304384663,1286.23611111111,0.0427843389242534
"ABCB8|11194",1578.75694444444,0.163577951921628,1316.83333333333,0.272036656094556,1840.68055555556,0.0628076554770912
"ABCB9|23457",267.618055555556,0.242215587602022,237.277777777778,0.437365465106243,297.958333333333,0.0837416040917794
"ABCC10|89845",763.826388888889,0.0969900951528896,725.236111111111,0.16237744662724,802.416666666667,0.0615710764586376
"ABCC11|85320",10.6458333333333,1.18350343964535,11.2777777777778,1.51149671206732,10.0138888888889,0.849485809631992
"ABCC1|4363",4079.03472222222,0.132746909901737,5195.31944444444,0.176636823029364,2962.75,0.0954721830423187
"ABCC2|1244",1676.84722222222,1.39601130810797,2123.875,0.79178047648655,1229.81944444444,1.82644135085964
"ABCC3|8714",6725.0625,0.490704062633876,11240.0555555556,0.341662775048624,2210.06944444444,0.591852814728985
"ABCC4|10257",4742.86111111111,0.224902295134432,4925.68055555556,0.317096402233618,4560.04166666667,0.127638748709704
"ABCC5|10057",2171.83333333333,0.171863525041492,1546.54166666667,0.255702734090947,2797.125,0.0956084006006205
"ABCC6P1|653190",292.631944444444,1.11850318769585,381.916666666667,1.11175543201503,203.347222222222,1.06175243461453
"ABCC6P2|730013",346.715277777778,0.564088257404607,344.236111111111,0.532534085177331,349.194444444444,0.588520892038158
"ABCC6|368",2779.63194444444,0.81623725632246,2867.30555555556,0.688841151303941,2691.95833333333,0.880663383744583
"ABCC9|10060",1882.24305555556,0.401194264249884,1797.125,0.474482065739404,1967.36111111111,0.302931271013502
"ABCD1|215",1179.3125,0.15597852880821,1588.15277777778,0.231336090907691,770.472222222222,0.0898829046001093
"ABCD2|225",80.3472222222222,0.83104167066475,105.347222222222,0.805258328332922,55.3472222222222,0.873082602251151
"ABCD3|5825",6407.83333333333,0.115206506924281,4430.79166666667,0.168873793551746,8384.875,0.0724041279114142
"ABCD4|5826",2209.78472222222,0.0983625404255595,2210.73611111111,0.129164042698312,2208.83333333333,0.079183737935808
"ABCE1|6059",3511.24305555556,0.0692669347791036,3661.02777777778,0.108711913614118,3361.45833333333,0.0458494996553013
